level_5_sig_id,cell,plate,time,level_3_samples,samples_number,pert_type,pert_drug,targets,targets_number,dose,dose_float
DOSBIO001_NEU_24H:BRD-K70669970:10.1172,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:C19|DOSBIO001_NEU_24H_X3_B12:C19,2,trt_cp,BRD-K70669970,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K70697816:10.0481,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:A09|DOSBIO001_NEU_24H_X3_B12:A09,2,trt_cp,BRD-K70697816,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K70711508:9.99154,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:G24|DOSBIO001_NEU_24H_X3_B12:G24,2,trt_cp,BRD-K70711508,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K70875408:10.1708,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:B10|DOSBIO001_NEU_24H_X3_B12:B10,2,trt_cp,BRD-K70875408,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K70900504:10.0464,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:C07|DOSBIO001_NEU_24H_X3_B12:C07,2,trt_cp,BRD-K70900504,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K70918484:10.0293,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:K02|DOSBIO001_NEU_24H_X3_B12:K02,2,trt_cp,BRD-K70918484,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K71151012:10.0208,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:I24|DOSBIO001_NEU_24H_X3_B12:I24,2,trt_cp,BRD-K71151012,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K71195237:10.1383,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:B09|DOSBIO001_NEU_24H_X3_B12:B09,2,trt_cp,BRD-K71195237,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K71387353:10.0773,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:P23|DOSBIO001_NEU_24H_X3_B12:P23,2,trt_cp,BRD-K71387353,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K71742078:10.2688,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:O04|DOSBIO001_NEU_24H_X3_B12:O04,2,trt_cp,BRD-K71742078,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K72343629:10.1316,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:C05|DOSBIO001_NEU_24H_X3_B12:C05,2,trt_cp,BRD-K72343629,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K72620090:10.1179,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:G03|DOSBIO001_NEU_24H_X3_B12:G03,2,trt_cp,BRD-K72620090,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K73008154:9.91582,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:G18|DOSBIO001_NEU_24H_X3_B12:G18,2,trt_cp,BRD-K73008154,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K73118655:10.0318,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:N06|DOSBIO001_NEU_24H_X3_B12:N06,2,trt_cp,BRD-K73118655,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K73427206:9.98287,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:J24|DOSBIO001_NEU_24H_X3_B12:J24,2,trt_cp,BRD-K73427206,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K73517272:9.84119,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:H23|DOSBIO001_NEU_24H_X3_B12:H23,2,trt_cp,BRD-K73517272,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K74043769:10.0677,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:F21|DOSBIO001_NEU_24H_X3_B12:F21,2,trt_cp,BRD-K74043769,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K74046820:10.4904,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:H06|DOSBIO001_NEU_24H_X3_B12:H06,2,trt_cp,BRD-K74046820,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K74085580:10.0105,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:G19|DOSBIO001_NEU_24H_X3_B12:G19,2,trt_cp,BRD-K74085580,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K74318028:10.53,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:N02|DOSBIO001_NEU_24H_X3_B12:N02,2,trt_cp,BRD-K74318028,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K74381836:10.0448,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:J19|DOSBIO001_NEU_24H_X3_B12:J19,2,trt_cp,SA-1921456,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K74446951:9.80202,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:O07|DOSBIO001_NEU_24H_X3_B12:O07,2,trt_cp,BRD-K74446951,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K74671783:9.86908,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:K05|DOSBIO001_NEU_24H_X3_B12:K05,2,trt_cp,SA-1459008,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K75035820:9.90952,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:M11|DOSBIO001_NEU_24H_X3_B12:M11,2,trt_cp,BRD-K75035820,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K75514176:10.0476,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:G21|DOSBIO001_NEU_24H_X3_B12:G21,2,trt_cp,BRD-K75514176,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K75813018:9.98964,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:I20|DOSBIO001_NEU_24H_X3_B12:I20,2,trt_cp,BRD-K75813018,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K75843415:10.0434,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:B24|DOSBIO001_NEU_24H_X3_B12:B24,2,trt_cp,BRD-K75843415,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K75845944:10.0028,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:D22|DOSBIO001_NEU_24H_X3_B12:D22,2,trt_cp,BRD-K75845944,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K76264608:10.0326,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:C09|DOSBIO001_NEU_24H_X3_B12:C09,2,trt_cp,BRD-K76264608,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K76418961:9.87424,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:L18|DOSBIO001_NEU_24H_X3_B12:L18,2,trt_cp,BRD-K76418961,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K76876037:10.0873,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:D08|DOSBIO001_NEU_24H_X3_B12:D08,2,trt_cp,BRD-K76876037,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K77831863:9.95662,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:K16|DOSBIO001_NEU_24H_X3_B12:K16,2,trt_cp,BRD-K77831863,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K77888550:9.5278,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:L14|DOSBIO001_NEU_24H_X3_B12:L14,2,trt_cp,BRD-K77888550,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K78133682:10.2009,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:P24,1,trt_cp,BRD-K78133682,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K78687850:10.0151,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:O10|DOSBIO001_NEU_24H_X3_B12:O10,2,trt_cp,BRD-K78687850,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K79102010:9.95382,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:A10|DOSBIO001_NEU_24H_X3_B12:A10,2,trt_cp,BRD-K79102010,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K79112806:10.0318,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:F20|DOSBIO001_NEU_24H_X3_B12:F20,2,trt_cp,BRD-K79112806,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K79657514:10.2249,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:H03|DOSBIO001_NEU_24H_X3_B12:H03,2,trt_cp,BRD-K79657514,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K79734497:10.0021,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:A16|DOSBIO001_NEU_24H_X3_B12:A16,2,trt_cp,SA-1939936,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K79758054:9.94011,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:B04|DOSBIO001_NEU_24H_X3_B12:B04,2,trt_cp,BRD-K79758054,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K79793338:9.98956,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:L05|DOSBIO001_NEU_24H_X3_B12:L05,2,trt_cp,BRD-K79793338,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K79947405:10.0148,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:D05|DOSBIO001_NEU_24H_X3_B12:D05,2,trt_cp,BRD-K79947405,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K80058284:10.0734,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:C03|DOSBIO001_NEU_24H_X3_B12:C03,2,trt_cp,BRD-K80058284,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K80138901:9.61208,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:C20|DOSBIO001_NEU_24H_X3_B12:C20,2,trt_cp,BRD-K80138901,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K80439608:9.89586,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:N15|DOSBIO001_NEU_24H_X3_B12:N15,2,trt_cp,BRD-K80439608,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K80666761:10.0934,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:K11|DOSBIO001_NEU_24H_X3_B12:K11,2,trt_cp,BRD-K80666761,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K81418486:0.37037,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:N10|DOSBIO001_NEU_24H_X3_B12:N10,2,trt_cp,vorinostat,"HDAC1, HDAC2, HDAC3, HDAC6, HDAC8",5.0,0.37 uM,0.0
DOSBIO001_NEU_24H:BRD-K81418486:1.11111,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:N09|DOSBIO001_NEU_24H_X3_B12:N09,2,trt_cp,vorinostat,"HDAC1, HDAC2, HDAC3, HDAC6, HDAC8",5.0,1.11 uM,0.0
DOSBIO001_NEU_24H:BRD-K81418486:10,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:M09|DOSBIO001_NEU_24H_X3_B12:M09,2,trt_cp,vorinostat,"HDAC1, HDAC2, HDAC3, HDAC6, HDAC8",5.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K81418486:3.33333,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:M10|DOSBIO001_NEU_24H_X3_B12:M10,2,trt_cp,vorinostat,"HDAC1, HDAC2, HDAC3, HDAC6, HDAC8",5.0,3.33 uM,0.0
DOSBIO001_NEU_24H:BRD-K81527737:10.0111,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:M16|DOSBIO001_NEU_24H_X3_B12:M16,2,trt_cp,BRD-K81527737,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K81658952:10.0472,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:G04|DOSBIO001_NEU_24H_X3_B12:G04,2,trt_cp,BRD-K81658952,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K82096551:10.0419,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:L19|DOSBIO001_NEU_24H_X3_B12:L19,2,trt_cp,BRD-K82096551,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K82469533:9.99214,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:G13|DOSBIO001_NEU_24H_X3_B12:G13,2,trt_cp,BRD-K82469533,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K83072410:10.1657,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:N04|DOSBIO001_NEU_24H_X3_B12:N04,2,trt_cp,BRD-K83072410,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K83548510:9.98664,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:M15|DOSBIO001_NEU_24H_X3_B12:M15,2,trt_cp,BRD-K83548510,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K84528570:10.0272,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:H12|DOSBIO001_NEU_24H_X3_B12:H12,2,trt_cp,BRD-K84528570,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K84651951:9.95147,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:P20|DOSBIO001_NEU_24H_X3_B12:P20,2,trt_cp,BRD-K84651951,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K85174275:10.076,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:E15|DOSBIO001_NEU_24H_X3_B12:E15,2,trt_cp,BRD-K85174275,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K85194284:10.0453,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:J20|DOSBIO001_NEU_24H_X3_B12:J20,2,trt_cp,BRD-K85194284,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K85197047:9.90054,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:F07|DOSBIO001_NEU_24H_X3_B12:F07,2,trt_cp,BRD-K85197047,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K85549762:9.97144,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:M03|DOSBIO001_NEU_24H_X3_B12:M03,2,trt_cp,BRD-K85549762,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K86048057:9.96184,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:A15|DOSBIO001_NEU_24H_X3_B12:A15,2,trt_cp,BRD-K86048057,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K86522396:9.6567,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:L06|DOSBIO001_NEU_24H_X3_B12:L06,2,trt_cp,BRD-K86522396,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K86671899:10.0019,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:C02|DOSBIO001_NEU_24H_X3_B12:C02,2,trt_cp,BRD-K86671899,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K86786416:10.0451,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:K06|DOSBIO001_NEU_24H_X3_B12:K06,2,trt_cp,BRD-K86786416,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K87252271:10.2985,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:J10|DOSBIO001_NEU_24H_X3_B12:J10,2,trt_cp,BRD-K87252271,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K87340398:9.64166,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:O15|DOSBIO001_NEU_24H_X3_B12:O15,2,trt_cp,BRD-K87340398,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K87790979:10.0095,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:I05|DOSBIO001_NEU_24H_X3_B12:I05,2,trt_cp,BRD-K87790979,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K87920375:10.0902,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:J01|DOSBIO001_NEU_24H_X3_B12:J01,2,trt_cp,BRD-K87920375,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K88279116:9.87832,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:B22|DOSBIO001_NEU_24H_X3_B12:B22,2,trt_cp,BRD-K88279116,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K88822846:10.1074,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:E02|DOSBIO001_NEU_24H_X3_B12:E02,2,trt_cp,BRD-K88822846,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K89961851:10.2368,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:H01,1,trt_cp,BRD-K89961851,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K90143908:10.1374,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:H22|DOSBIO001_NEU_24H_X3_B12:H22,2,trt_cp,BRD-K90143908,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K90281509:10.4396,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:I02|DOSBIO001_NEU_24H_X3_B12:I02,2,trt_cp,BRD-K90281509,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K90734091:10.2635,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:H04|DOSBIO001_NEU_24H_X3_B12:H04,2,trt_cp,BRD-K90734091,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K91701366:9.98436,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:A21|DOSBIO001_NEU_24H_X3_B12:A21,2,trt_cp,BRD-K91701366,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K91755384:9.98439,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:D18|DOSBIO001_NEU_24H_X3_B12:D18,2,trt_cp,BRD-K91755384,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K92232855:10.1419,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:C04|DOSBIO001_NEU_24H_X3_B12:C04,2,trt_cp,BRD-K92232855,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K92543914:10.1247,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:B19|DOSBIO001_NEU_24H_X3_B12:B19,2,trt_cp,BRD-K92543914,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K92953840:10.0389,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:D07|DOSBIO001_NEU_24H_X3_B12:D07,2,trt_cp,BRD-K92953840,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K93116089:9.91635,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:K13|DOSBIO001_NEU_24H_X3_B12:K13,2,trt_cp,BRD-K93116089,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K93158953:10.049,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:P06|DOSBIO001_NEU_24H_X3_B12:P06,2,trt_cp,BRD-K93158953,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K93610587:9.68556,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:P09|DOSBIO001_NEU_24H_X3_B12:P09,2,trt_cp,BRD-K93610587,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K93763482:10.3152,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:E16|DOSBIO001_NEU_24H_X3_B12:E16,2,trt_cp,BRD-K93763482,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K93971872:10.0044,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:N22|DOSBIO001_NEU_24H_X3_B12:N22,2,trt_cp,SA-84902,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K94616516:9.8013,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:J14|DOSBIO001_NEU_24H_X3_B12:J14,2,trt_cp,BRD-K94616516,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K95033227:9.95469,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:P18|DOSBIO001_NEU_24H_X3_B12:P18,2,trt_cp,BRD-K95033227,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K95041551:10.0712,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:L17|DOSBIO001_NEU_24H_X3_B12:L17,2,trt_cp,BRD-K95041551,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K95047050:10.016,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:A23,1,trt_cp,BRD-K95047050,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K95208083:10.0207,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:P03|DOSBIO001_NEU_24H_X3_B12:P03,2,trt_cp,SA-1457472,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K95367721:10.0666,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:K20|DOSBIO001_NEU_24H_X3_B12:K20,2,trt_cp,BRD-K95367721,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K95487462:10.0657,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:E11|DOSBIO001_NEU_24H_X3_B12:E11,2,trt_cp,BRD-K95487462,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K96041907:10.2154,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:H21|DOSBIO001_NEU_24H_X3_B12:H21,2,trt_cp,BRD-K96041907,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K96157570:10.0829,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:N05|DOSBIO001_NEU_24H_X3_B12:N05,2,trt_cp,BRD-K96157570,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K96396151:10.0106,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:B20|DOSBIO001_NEU_24H_X3_B12:B20,2,trt_cp,BRD-K96396151,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K96477379:10,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:F03|DOSBIO001_NEU_24H_X3_B12:F03,2,trt_cp,BRD-K96477379,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K96539190:9.93357,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:J13|DOSBIO001_NEU_24H_X3_B12:J13,2,trt_cp,BRD-K96539190,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K96551169:10.0074,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:J21|DOSBIO001_NEU_24H_X3_B12:J21,2,trt_cp,BRD-K96551169,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K96552587:10.0058,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:L10|DOSBIO001_NEU_24H_X3_B12:L10,2,trt_cp,BRD-K96552587,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K96697180:9.36695,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:P11|DOSBIO001_NEU_24H_X3_B12:P11,2,trt_cp,BRD-K96697180,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K96703623:10.5091,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:M08|DOSBIO001_NEU_24H_X3_B12:M08,2,trt_cp,BRD-K96703623,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K96922741:10.31,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:G08|DOSBIO001_NEU_24H_X3_B12:G08,2,trt_cp,BRD-K96922741,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K97633445:10.166,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:P08|DOSBIO001_NEU_24H_X3_B12:P08,2,trt_cp,BRD-K97633445,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K98062050:9.39247,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:B11|DOSBIO001_NEU_24H_X3_B12:B11,2,trt_cp,BRD-K98062050,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K98626176:9.95305,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:L12|DOSBIO001_NEU_24H_X3_B12:L12,2,trt_cp,BRD-K98626176,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K99638701:10.0481,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:F15|DOSBIO001_NEU_24H_X3_B12:F15,2,trt_cp,BRD-K99638701,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K99718824:10.0261,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:B07|DOSBIO001_NEU_24H_X3_B12:B07,2,trt_cp,BRD-K99718824,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-K99874282:10.0467,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:H19|DOSBIO001_NEU_24H_X3_B12:H19,2,trt_cp,BRD-K99874282,,0.0,10 uM,0.0
DOSBIO001_NEU_24H:BRD-M32778103:9.97963,NEU,DOSBIO001,24 h,DOSBIO001_NEU_24H_X1_B12:L02|DOSBIO001_NEU_24H_X3_B12:L02,2,trt_cp,BRD-M32778103,,0.0,10 uM,0.0
DOSBIO002_NEU_24H:BRD-A13084692:1.11111,NEU,DOSBIO002,24 h,DOSBIO002_NEU_24H_X1_B12:L23|DOSBIO002_NEU_24H_X2_B12:L23,2,trt_cp,troglitazone,PPARG,1.0,1.11 uM,0.0
DOSBIO002_NEU_24H:BRD-A13084692:10,NEU,DOSBIO002,24 h,DOSBIO002_NEU_24H_X1_B12:K23|DOSBIO002_NEU_24H_X2_B12:K23,2,trt_cp,troglitazone,PPARG,1.0,10 uM,0.0
