level_3_sample_id,cell,time,pert_type,pert_drug,dose
XPR028_U251MG.311_96H_X2_B38:J18,U251MG,96 h,ctl_vector,BRDN0001146085,
XPR028_U251MG.311_96H_X2_B38:J23,U251MG,96 h,ctl_untrt,UnTrt,
XPR028_U251MG.311_96H_X2_B38:K03,U251MG,96 h,ctl_vector,BRDN0001477804,
XPR028_U251MG.311_96H_X2_B38:K04,U251MG,96 h,ctl_vector,BRDN0001146317,
XPR028_U251MG.311_96H_X2_B38:L03,U251MG,96 h,ctl_vector,BRDN0001148995,
XPR028_U251MG.311_96H_X2_B38:L04,U251MG,96 h,ctl_vector,BRDN0001477792,
XPR028_U251MG.311_96H_X2_B38:M04,U251MG,96 h,ctl_untrt,UnTrt,
XPR028_U251MG.311_96H_X2_B38:M09,U251MG,96 h,ctl_untrt,UnTrt,
XPR028_U251MG.311_96H_X2_B38:P01,U251MG,96 h,ctl_untrt,UnTrt,
XPR028_U251MG.311_96H_X2_B38:P14,U251MG,96 h,ctl_untrt,UnTrt,
XPR028_U251MG.311_96H_X3_B38:C11,U251MG,96 h,ctl_vector,BRDN0001148129,
XPR028_U251MG.311_96H_X3_B38:C12,U251MG,96 h,ctl_vector,BRDN0001146004,
XPR028_U251MG.311_96H_X3_B38:D11,U251MG,96 h,ctl_vector,BRDN0001146753,
XPR028_U251MG.311_96H_X3_B38:D12,U251MG,96 h,ctl_vector,BRDN0001477669,
XPR028_U251MG.311_96H_X3_B38:E23,U251MG,96 h,ctl_untrt,UnTrt,
XPR028_U251MG.311_96H_X3_B38:F08,U251MG,96 h,ctl_untrt,UnTrt,
XPR028_U251MG.311_96H_X3_B38:G06,U251MG,96 h,ctl_untrt,UnTrt,
XPR028_U251MG.311_96H_X3_B38:G19,U251MG,96 h,ctl_vector,BRDN0001148519,
XPR028_U251MG.311_96H_X3_B38:G20,U251MG,96 h,ctl_vector,BRDN0001147223,
XPR028_U251MG.311_96H_X3_B38:H19,U251MG,96 h,ctl_vector,BRDN0001487138,
XPR028_U251MG.311_96H_X3_B38:H20,U251MG,96 h,ctl_vector,BRDN0001149216,
XPR028_U251MG.311_96H_X3_B38:I17,U251MG,96 h,ctl_vector,BRDN0001148145,
XPR028_U251MG.311_96H_X3_B38:I18,U251MG,96 h,ctl_vector,BRDN0001147812,
XPR028_U251MG.311_96H_X3_B38:J17,U251MG,96 h,ctl_vector,BRDN0001146109,
XPR028_U251MG.311_96H_X3_B38:J18,U251MG,96 h,ctl_vector,BRDN0001146085,
XPR028_U251MG.311_96H_X3_B38:J23,U251MG,96 h,ctl_untrt,UnTrt,
XPR028_U251MG.311_96H_X3_B38:K03,U251MG,96 h,ctl_vector,BRDN0001477804,
XPR028_U251MG.311_96H_X3_B38:K04,U251MG,96 h,ctl_vector,BRDN0001146317,
XPR028_U251MG.311_96H_X3_B38:L03,U251MG,96 h,ctl_vector,BRDN0001148995,
XPR028_U251MG.311_96H_X3_B38:L04,U251MG,96 h,ctl_vector,BRDN0001477792,
XPR028_U251MG.311_96H_X3_B38:M04,U251MG,96 h,ctl_untrt,UnTrt,
XPR028_U251MG.311_96H_X3_B38:M09,U251MG,96 h,ctl_untrt,UnTrt,
XPR028_U251MG.311_96H_X3_B38:P01,U251MG,96 h,ctl_untrt,UnTrt,
XPR028_U251MG.311_96H_X3_B38:P14,U251MG,96 h,ctl_untrt,UnTrt,
XPR029_U251MG.311_96H_X1_B38:C02,U251MG,96 h,ctl_untrt,UnTrt,
XPR029_U251MG.311_96H_X1_B38:C11,U251MG,96 h,ctl_vector,BRDN0001148129,
XPR029_U251MG.311_96H_X1_B38:C12,U251MG,96 h,ctl_vector,BRDN0001146004,
XPR029_U251MG.311_96H_X1_B38:D08,U251MG,96 h,ctl_untrt,UnTrt,
XPR029_U251MG.311_96H_X1_B38:D11,U251MG,96 h,ctl_vector,BRDN0001146753,
XPR029_U251MG.311_96H_X1_B38:D12,U251MG,96 h,ctl_vector,BRDN0001477669,
XPR029_U251MG.311_96H_X1_B38:G19,U251MG,96 h,ctl_vector,BRDN0001148519,
XPR029_U251MG.311_96H_X1_B38:G20,U251MG,96 h,ctl_vector,BRDN0001147223,
XPR029_U251MG.311_96H_X1_B38:H19,U251MG,96 h,ctl_vector,BRDN0001487138,
XPR029_U251MG.311_96H_X1_B38:H20,U251MG,96 h,ctl_vector,BRDN0001149216,
XPR029_U251MG.311_96H_X1_B38:I17,U251MG,96 h,ctl_vector,BRDN0001148145,
XPR029_U251MG.311_96H_X1_B38:I18,U251MG,96 h,ctl_vector,BRDN0001147812,
XPR029_U251MG.311_96H_X1_B38:J17,U251MG,96 h,ctl_vector,BRDN0001146109,
XPR029_U251MG.311_96H_X1_B38:J18,U251MG,96 h,ctl_vector,BRDN0001146085,
XPR029_U251MG.311_96H_X1_B38:K03,U251MG,96 h,ctl_vector,BRDN0001477804,
XPR029_U251MG.311_96H_X1_B38:K04,U251MG,96 h,ctl_vector,BRDN0001146317,
XPR029_U251MG.311_96H_X1_B38:K17,U251MG,96 h,ctl_untrt,UnTrt,
XPR029_U251MG.311_96H_X1_B38:L03,U251MG,96 h,ctl_vector,BRDN0001148995,
XPR029_U251MG.311_96H_X1_B38:L04,U251MG,96 h,ctl_vector,BRDN0001477792,
XPR029_U251MG.311_96H_X1_B38:M09,U251MG,96 h,ctl_untrt,UnTrt,
XPR029_U251MG.311_96H_X1_B38:N11,U251MG,96 h,ctl_untrt,UnTrt,
XPR029_U251MG.311_96H_X1_B38:N13,U251MG,96 h,ctl_untrt,UnTrt,
XPR029_U251MG.311_96H_X1_B38:O04,U251MG,96 h,ctl_untrt,UnTrt,
XPR029_U251MG.311_96H_X1_B38:P20,U251MG,96 h,ctl_untrt,UnTrt,
XPR029_U251MG.311_96H_X2_B38:C02,U251MG,96 h,ctl_untrt,UnTrt,
XPR029_U251MG.311_96H_X2_B38:C11,U251MG,96 h,ctl_vector,BRDN0001148129,
XPR029_U251MG.311_96H_X2_B38:C12,U251MG,96 h,ctl_vector,BRDN0001146004,
XPR029_U251MG.311_96H_X2_B38:D08,U251MG,96 h,ctl_untrt,UnTrt,
XPR029_U251MG.311_96H_X2_B38:D11,U251MG,96 h,ctl_vector,BRDN0001146753,
XPR029_U251MG.311_96H_X2_B38:D12,U251MG,96 h,ctl_vector,BRDN0001477669,
XPR029_U251MG.311_96H_X2_B38:G19,U251MG,96 h,ctl_vector,BRDN0001148519,
XPR029_U251MG.311_96H_X2_B38:G20,U251MG,96 h,ctl_vector,BRDN0001147223,
XPR029_U251MG.311_96H_X2_B38:H19,U251MG,96 h,ctl_vector,BRDN0001487138,
XPR029_U251MG.311_96H_X2_B38:H20,U251MG,96 h,ctl_vector,BRDN0001149216,
XPR029_U251MG.311_96H_X2_B38:I17,U251MG,96 h,ctl_vector,BRDN0001148145,
XPR029_U251MG.311_96H_X2_B38:I18,U251MG,96 h,ctl_vector,BRDN0001147812,
XPR029_U251MG.311_96H_X2_B38:J17,U251MG,96 h,ctl_vector,BRDN0001146109,
XPR029_U251MG.311_96H_X2_B38:J18,U251MG,96 h,ctl_vector,BRDN0001146085,
XPR029_U251MG.311_96H_X2_B38:K03,U251MG,96 h,ctl_vector,BRDN0001477804,
XPR029_U251MG.311_96H_X2_B38:K04,U251MG,96 h,ctl_vector,BRDN0001146317,
XPR029_U251MG.311_96H_X2_B38:K17,U251MG,96 h,ctl_untrt,UnTrt,
XPR029_U251MG.311_96H_X2_B38:L03,U251MG,96 h,ctl_vector,BRDN0001148995,
XPR029_U251MG.311_96H_X2_B38:L04,U251MG,96 h,ctl_vector,BRDN0001477792,
XPR029_U251MG.311_96H_X2_B38:M09,U251MG,96 h,ctl_untrt,UnTrt,
XPR029_U251MG.311_96H_X2_B38:N11,U251MG,96 h,ctl_untrt,UnTrt,
XPR029_U251MG.311_96H_X2_B38:N13,U251MG,96 h,ctl_untrt,UnTrt,
XPR029_U251MG.311_96H_X2_B38:O04,U251MG,96 h,ctl_untrt,UnTrt,
XPR029_U251MG.311_96H_X2_B38:P20,U251MG,96 h,ctl_untrt,UnTrt,
XPR029_U251MG.311_96H_X3_B38:C02,U251MG,96 h,ctl_untrt,UnTrt,
XPR029_U251MG.311_96H_X3_B38:C11,U251MG,96 h,ctl_vector,BRDN0001148129,
XPR029_U251MG.311_96H_X3_B38:C12,U251MG,96 h,ctl_vector,BRDN0001146004,
XPR029_U251MG.311_96H_X3_B38:D08,U251MG,96 h,ctl_untrt,UnTrt,
XPR029_U251MG.311_96H_X3_B38:D11,U251MG,96 h,ctl_vector,BRDN0001146753,
XPR029_U251MG.311_96H_X3_B38:D12,U251MG,96 h,ctl_vector,BRDN0001477669,
XPR029_U251MG.311_96H_X3_B38:G19,U251MG,96 h,ctl_vector,BRDN0001148519,
XPR029_U251MG.311_96H_X3_B38:G20,U251MG,96 h,ctl_vector,BRDN0001147223,
XPR029_U251MG.311_96H_X3_B38:H19,U251MG,96 h,ctl_vector,BRDN0001487138,
XPR029_U251MG.311_96H_X3_B38:H20,U251MG,96 h,ctl_vector,BRDN0001149216,
XPR029_U251MG.311_96H_X3_B38:I17,U251MG,96 h,ctl_vector,BRDN0001148145,
XPR029_U251MG.311_96H_X3_B38:I18,U251MG,96 h,ctl_vector,BRDN0001147812,
XPR029_U251MG.311_96H_X3_B38:J17,U251MG,96 h,ctl_vector,BRDN0001146109,
XPR029_U251MG.311_96H_X3_B38:J18,U251MG,96 h,ctl_vector,BRDN0001146085,
XPR029_U251MG.311_96H_X3_B38:K03,U251MG,96 h,ctl_vector,BRDN0001477804,
XPR029_U251MG.311_96H_X3_B38:K04,U251MG,96 h,ctl_vector,BRDN0001146317,
XPR029_U251MG.311_96H_X3_B38:K17,U251MG,96 h,ctl_untrt,UnTrt,
XPR029_U251MG.311_96H_X3_B38:L03,U251MG,96 h,ctl_vector,BRDN0001148995,
XPR029_U251MG.311_96H_X3_B38:L04,U251MG,96 h,ctl_vector,BRDN0001477792,
XPR029_U251MG.311_96H_X3_B38:M09,U251MG,96 h,ctl_untrt,UnTrt,
XPR029_U251MG.311_96H_X3_B38:N11,U251MG,96 h,ctl_untrt,UnTrt,
XPR029_U251MG.311_96H_X3_B38:N13,U251MG,96 h,ctl_untrt,UnTrt,
XPR029_U251MG.311_96H_X3_B38:O04,U251MG,96 h,ctl_untrt,UnTrt,
XPR029_U251MG.311_96H_X3_B38:P20,U251MG,96 h,ctl_untrt,UnTrt,
XPR030_U251MG.311_96H_X1_B38:C11,U251MG,96 h,ctl_vector,BRDN0001148129,
XPR030_U251MG.311_96H_X1_B38:C12,U251MG,96 h,ctl_vector,BRDN0001146004,
XPR030_U251MG.311_96H_X1_B38:D01,U251MG,96 h,ctl_untrt,UnTrt,
XPR030_U251MG.311_96H_X1_B38:D11,U251MG,96 h,ctl_vector,BRDN0001146753,
XPR030_U251MG.311_96H_X1_B38:D12,U251MG,96 h,ctl_vector,BRDN0001477669,
XPR030_U251MG.311_96H_X1_B38:F22,U251MG,96 h,ctl_untrt,UnTrt,
XPR030_U251MG.311_96H_X1_B38:G19,U251MG,96 h,ctl_vector,BRDN0001148519,
XPR030_U251MG.311_96H_X1_B38:G20,U251MG,96 h,ctl_vector,BRDN0001147223,
XPR030_U251MG.311_96H_X1_B38:G21,U251MG,96 h,ctl_untrt,UnTrt,
XPR030_U251MG.311_96H_X1_B38:H17,U251MG,96 h,ctl_untrt,UnTrt,
XPR030_U251MG.311_96H_X1_B38:H19,U251MG,96 h,ctl_vector,BRDN0001487138,
XPR030_U251MG.311_96H_X1_B38:H20,U251MG,96 h,ctl_vector,BRDN0001149216,
XPR030_U251MG.311_96H_X1_B38:H24,U251MG,96 h,ctl_untrt,UnTrt,
XPR030_U251MG.311_96H_X1_B38:I05,U251MG,96 h,ctl_untrt,UnTrt,
XPR030_U251MG.311_96H_X1_B38:I16,U251MG,96 h,ctl_untrt,UnTrt,
XPR030_U251MG.311_96H_X1_B38:I17,U251MG,96 h,ctl_vector,BRDN0001148145,
XPR030_U251MG.311_96H_X1_B38:I18,U251MG,96 h,ctl_vector,BRDN0001147812,
XPR030_U251MG.311_96H_X1_B38:J17,U251MG,96 h,ctl_vector,BRDN0001146109,
XPR030_U251MG.311_96H_X1_B38:J18,U251MG,96 h,ctl_vector,BRDN0001146085,
XPR030_U251MG.311_96H_X1_B38:K03,U251MG,96 h,ctl_vector,BRDN0001477804,
XPR030_U251MG.311_96H_X1_B38:K04,U251MG,96 h,ctl_vector,BRDN0001146317,
XPR030_U251MG.311_96H_X1_B38:K20,U251MG,96 h,ctl_untrt,UnTrt,
XPR030_U251MG.311_96H_X1_B38:L03,U251MG,96 h,ctl_vector,BRDN0001148995,
XPR030_U251MG.311_96H_X1_B38:L04,U251MG,96 h,ctl_vector,BRDN0001477792,
XPR030_U251MG.311_96H_X2.A2_B38:C11,U251MG,96 h,ctl_vector,BRDN0001148129,
XPR030_U251MG.311_96H_X2.A2_B38:C12,U251MG,96 h,ctl_vector,BRDN0001146004,
XPR030_U251MG.311_96H_X2.A2_B38:D01,U251MG,96 h,ctl_untrt,UnTrt,
XPR030_U251MG.311_96H_X2.A2_B38:D11,U251MG,96 h,ctl_vector,BRDN0001146753,
XPR030_U251MG.311_96H_X2.A2_B38:D12,U251MG,96 h,ctl_vector,BRDN0001477669,
XPR030_U251MG.311_96H_X2.A2_B38:F22,U251MG,96 h,ctl_untrt,UnTrt,
XPR030_U251MG.311_96H_X2.A2_B38:G19,U251MG,96 h,ctl_vector,BRDN0001148519,
XPR030_U251MG.311_96H_X2.A2_B38:G20,U251MG,96 h,ctl_vector,BRDN0001147223,
XPR030_U251MG.311_96H_X2.A2_B38:G21,U251MG,96 h,ctl_untrt,UnTrt,
XPR030_U251MG.311_96H_X2.A2_B38:H17,U251MG,96 h,ctl_untrt,UnTrt,
XPR030_U251MG.311_96H_X2.A2_B38:H19,U251MG,96 h,ctl_vector,BRDN0001487138,
XPR030_U251MG.311_96H_X2.A2_B38:H20,U251MG,96 h,ctl_vector,BRDN0001149216,
XPR030_U251MG.311_96H_X2.A2_B38:H24,U251MG,96 h,ctl_untrt,UnTrt,
XPR030_U251MG.311_96H_X2.A2_B38:I05,U251MG,96 h,ctl_untrt,UnTrt,
XPR030_U251MG.311_96H_X2.A2_B38:I16,U251MG,96 h,ctl_untrt,UnTrt,
XPR030_U251MG.311_96H_X2.A2_B38:I17,U251MG,96 h,ctl_vector,BRDN0001148145,
XPR030_U251MG.311_96H_X2.A2_B38:I18,U251MG,96 h,ctl_vector,BRDN0001147812,
XPR030_U251MG.311_96H_X2.A2_B38:J17,U251MG,96 h,ctl_vector,BRDN0001146109,
XPR030_U251MG.311_96H_X2.A2_B38:J18,U251MG,96 h,ctl_vector,BRDN0001146085,
XPR030_U251MG.311_96H_X2.A2_B38:K03,U251MG,96 h,ctl_vector,BRDN0001477804,
XPR030_U251MG.311_96H_X2.A2_B38:K04,U251MG,96 h,ctl_vector,BRDN0001146317,
XPR030_U251MG.311_96H_X2.A2_B38:K20,U251MG,96 h,ctl_untrt,UnTrt,
XPR030_U251MG.311_96H_X2.A2_B38:L03,U251MG,96 h,ctl_vector,BRDN0001148995,
XPR030_U251MG.311_96H_X2.A2_B38:L04,U251MG,96 h,ctl_vector,BRDN0001477792,
XPR030_U251MG.311_96H_X3_B38:C11,U251MG,96 h,ctl_vector,BRDN0001148129,
XPR030_U251MG.311_96H_X3_B38:C12,U251MG,96 h,ctl_vector,BRDN0001146004,
XPR030_U251MG.311_96H_X3_B38:D01,U251MG,96 h,ctl_untrt,UnTrt,
XPR030_U251MG.311_96H_X3_B38:D11,U251MG,96 h,ctl_vector,BRDN0001146753,
XPR030_U251MG.311_96H_X3_B38:D12,U251MG,96 h,ctl_vector,BRDN0001477669,
XPR030_U251MG.311_96H_X3_B38:F22,U251MG,96 h,ctl_untrt,UnTrt,
XPR030_U251MG.311_96H_X3_B38:G19,U251MG,96 h,ctl_vector,BRDN0001148519,
XPR030_U251MG.311_96H_X3_B38:G20,U251MG,96 h,ctl_vector,BRDN0001147223,
XPR030_U251MG.311_96H_X3_B38:G21,U251MG,96 h,ctl_untrt,UnTrt,
XPR030_U251MG.311_96H_X3_B38:H17,U251MG,96 h,ctl_untrt,UnTrt,
XPR030_U251MG.311_96H_X3_B38:H19,U251MG,96 h,ctl_vector,BRDN0001487138,
XPR030_U251MG.311_96H_X3_B38:H20,U251MG,96 h,ctl_vector,BRDN0001149216,
XPR030_U251MG.311_96H_X3_B38:H24,U251MG,96 h,ctl_untrt,UnTrt,
XPR030_U251MG.311_96H_X3_B38:I05,U251MG,96 h,ctl_untrt,UnTrt,
XPR030_U251MG.311_96H_X3_B38:I16,U251MG,96 h,ctl_untrt,UnTrt,
XPR030_U251MG.311_96H_X3_B38:I17,U251MG,96 h,ctl_vector,BRDN0001148145,
XPR030_U251MG.311_96H_X3_B38:I18,U251MG,96 h,ctl_vector,BRDN0001147812,
XPR030_U251MG.311_96H_X3_B38:J17,U251MG,96 h,ctl_vector,BRDN0001146109,
XPR030_U251MG.311_96H_X3_B38:J18,U251MG,96 h,ctl_vector,BRDN0001146085,
XPR030_U251MG.311_96H_X3_B38:K03,U251MG,96 h,ctl_vector,BRDN0001477804,
XPR030_U251MG.311_96H_X3_B38:K04,U251MG,96 h,ctl_vector,BRDN0001146317,
XPR030_U251MG.311_96H_X3_B38:K20,U251MG,96 h,ctl_untrt,UnTrt,
XPR030_U251MG.311_96H_X3_B38:L03,U251MG,96 h,ctl_vector,BRDN0001148995,
XPR030_U251MG.311_96H_X3_B38:L04,U251MG,96 h,ctl_vector,BRDN0001477792,
XPR031_U251MG.311_96H_X1_B38:A12,U251MG,96 h,ctl_untrt,UnTrt,
XPR031_U251MG.311_96H_X1_B38:A17,U251MG,96 h,ctl_untrt,UnTrt,
XPR031_U251MG.311_96H_X1_B38:B14,U251MG,96 h,ctl_untrt,UnTrt,
XPR031_U251MG.311_96H_X1_B38:C11,U251MG,96 h,ctl_vector,BRDN0001148129,
XPR031_U251MG.311_96H_X1_B38:C12,U251MG,96 h,ctl_vector,BRDN0001146004,
XPR031_U251MG.311_96H_X1_B38:D11,U251MG,96 h,ctl_vector,BRDN0001146753,
XPR031_U251MG.311_96H_X1_B38:D12,U251MG,96 h,ctl_vector,BRDN0001477669,
XPR031_U251MG.311_96H_X1_B38:E22,U251MG,96 h,ctl_untrt,UnTrt,
XPR031_U251MG.311_96H_X1_B38:F17,U251MG,96 h,ctl_untrt,UnTrt,
XPR031_U251MG.311_96H_X1_B38:G09,U251MG,96 h,ctl_untrt,UnTrt,
XPR031_U251MG.311_96H_X1_B38:G19,U251MG,96 h,ctl_vector,BRDN0001148519,
XPR031_U251MG.311_96H_X1_B38:G20,U251MG,96 h,ctl_vector,BRDN0001147223,
XPR031_U251MG.311_96H_X1_B38:H19,U251MG,96 h,ctl_vector,BRDN0001487138,
XPR031_U251MG.311_96H_X1_B38:H20,U251MG,96 h,ctl_vector,BRDN0001149216,
XPR031_U251MG.311_96H_X1_B38:I17,U251MG,96 h,ctl_vector,BRDN0001148145,
XPR031_U251MG.311_96H_X1_B38:I18,U251MG,96 h,ctl_vector,BRDN0001147812,
XPR031_U251MG.311_96H_X1_B38:J11,U251MG,96 h,ctl_untrt,UnTrt,
XPR031_U251MG.311_96H_X1_B38:J17,U251MG,96 h,ctl_vector,BRDN0001146109,
XPR031_U251MG.311_96H_X1_B38:J18,U251MG,96 h,ctl_vector,BRDN0001146085,
XPR031_U251MG.311_96H_X1_B38:K03,U251MG,96 h,ctl_vector,BRDN0001477804,
XPR031_U251MG.311_96H_X1_B38:K04,U251MG,96 h,ctl_vector,BRDN0001146317,
XPR031_U251MG.311_96H_X1_B38:K17,U251MG,96 h,ctl_untrt,UnTrt,
XPR031_U251MG.311_96H_X1_B38:L03,U251MG,96 h,ctl_vector,BRDN0001148995,
XPR031_U251MG.311_96H_X1_B38:L04,U251MG,96 h,ctl_vector,BRDN0001477792,
XPR031_U251MG.311_96H_X1_B38:P08,U251MG,96 h,ctl_untrt,UnTrt,
XPR031_U251MG.311_96H_X2_B38:A12,U251MG,96 h,ctl_untrt,UnTrt,
XPR031_U251MG.311_96H_X2_B38:A17,U251MG,96 h,ctl_untrt,UnTrt,
XPR031_U251MG.311_96H_X2_B38:B14,U251MG,96 h,ctl_untrt,UnTrt,
XPR031_U251MG.311_96H_X2_B38:C11,U251MG,96 h,ctl_vector,BRDN0001148129,
XPR031_U251MG.311_96H_X2_B38:C12,U251MG,96 h,ctl_vector,BRDN0001146004,
XPR031_U251MG.311_96H_X2_B38:D11,U251MG,96 h,ctl_vector,BRDN0001146753,
XPR031_U251MG.311_96H_X2_B38:D12,U251MG,96 h,ctl_vector,BRDN0001477669,
XPR031_U251MG.311_96H_X2_B38:E22,U251MG,96 h,ctl_untrt,UnTrt,
XPR031_U251MG.311_96H_X2_B38:F17,U251MG,96 h,ctl_untrt,UnTrt,
XPR031_U251MG.311_96H_X2_B38:G09,U251MG,96 h,ctl_untrt,UnTrt,
XPR031_U251MG.311_96H_X2_B38:G19,U251MG,96 h,ctl_vector,BRDN0001148519,
XPR031_U251MG.311_96H_X2_B38:G20,U251MG,96 h,ctl_vector,BRDN0001147223,
XPR031_U251MG.311_96H_X2_B38:H19,U251MG,96 h,ctl_vector,BRDN0001487138,
XPR031_U251MG.311_96H_X2_B38:H20,U251MG,96 h,ctl_vector,BRDN0001149216,
XPR031_U251MG.311_96H_X2_B38:I17,U251MG,96 h,ctl_vector,BRDN0001148145,
XPR031_U251MG.311_96H_X2_B38:I18,U251MG,96 h,ctl_vector,BRDN0001147812,
XPR031_U251MG.311_96H_X2_B38:J11,U251MG,96 h,ctl_untrt,UnTrt,
XPR031_U251MG.311_96H_X2_B38:J17,U251MG,96 h,ctl_vector,BRDN0001146109,
XPR031_U251MG.311_96H_X2_B38:J18,U251MG,96 h,ctl_vector,BRDN0001146085,
XPR031_U251MG.311_96H_X2_B38:K03,U251MG,96 h,ctl_vector,BRDN0001477804,
XPR031_U251MG.311_96H_X2_B38:K04,U251MG,96 h,ctl_vector,BRDN0001146317,
XPR031_U251MG.311_96H_X2_B38:K17,U251MG,96 h,ctl_untrt,UnTrt,
XPR031_U251MG.311_96H_X2_B38:L03,U251MG,96 h,ctl_vector,BRDN0001148995,
XPR031_U251MG.311_96H_X2_B38:L04,U251MG,96 h,ctl_vector,BRDN0001477792,
XPR031_U251MG.311_96H_X2_B38:P08,U251MG,96 h,ctl_untrt,UnTrt,
XPR031_U251MG.311_96H_X3_B38:A12,U251MG,96 h,ctl_untrt,UnTrt,
XPR031_U251MG.311_96H_X3_B38:A17,U251MG,96 h,ctl_untrt,UnTrt,
XPR031_U251MG.311_96H_X3_B38:B14,U251MG,96 h,ctl_untrt,UnTrt,
XPR031_U251MG.311_96H_X3_B38:C11,U251MG,96 h,ctl_vector,BRDN0001148129,
XPR031_U251MG.311_96H_X3_B38:C12,U251MG,96 h,ctl_vector,BRDN0001146004,
XPR031_U251MG.311_96H_X3_B38:D11,U251MG,96 h,ctl_vector,BRDN0001146753,
XPR031_U251MG.311_96H_X3_B38:D12,U251MG,96 h,ctl_vector,BRDN0001477669,
XPR031_U251MG.311_96H_X3_B38:E22,U251MG,96 h,ctl_untrt,UnTrt,
XPR031_U251MG.311_96H_X3_B38:F17,U251MG,96 h,ctl_untrt,UnTrt,
XPR031_U251MG.311_96H_X3_B38:G09,U251MG,96 h,ctl_untrt,UnTrt,
XPR031_U251MG.311_96H_X3_B38:G19,U251MG,96 h,ctl_vector,BRDN0001148519,
XPR031_U251MG.311_96H_X3_B38:G20,U251MG,96 h,ctl_vector,BRDN0001147223,
XPR031_U251MG.311_96H_X3_B38:H19,U251MG,96 h,ctl_vector,BRDN0001487138,
XPR031_U251MG.311_96H_X3_B38:H20,U251MG,96 h,ctl_vector,BRDN0001149216,
XPR031_U251MG.311_96H_X3_B38:I17,U251MG,96 h,ctl_vector,BRDN0001148145,
XPR031_U251MG.311_96H_X3_B38:I18,U251MG,96 h,ctl_vector,BRDN0001147812,
XPR031_U251MG.311_96H_X3_B38:J11,U251MG,96 h,ctl_untrt,UnTrt,
XPR031_U251MG.311_96H_X3_B38:J17,U251MG,96 h,ctl_vector,BRDN0001146109,
XPR031_U251MG.311_96H_X3_B38:J18,U251MG,96 h,ctl_vector,BRDN0001146085,
XPR031_U251MG.311_96H_X3_B38:K03,U251MG,96 h,ctl_vector,BRDN0001477804,
XPR031_U251MG.311_96H_X3_B38:K04,U251MG,96 h,ctl_vector,BRDN0001146317,
XPR031_U251MG.311_96H_X3_B38:K17,U251MG,96 h,ctl_untrt,UnTrt,
XPR031_U251MG.311_96H_X3_B38:L03,U251MG,96 h,ctl_vector,BRDN0001148995,
XPR031_U251MG.311_96H_X3_B38:L04,U251MG,96 h,ctl_vector,BRDN0001477792,
XPR031_U251MG.311_96H_X3_B38:P08,U251MG,96 h,ctl_untrt,UnTrt,
XPR032_U251MG.311_96H_X1_B38:C11,U251MG,96 h,ctl_vector,BRDN0001148129,
XPR032_U251MG.311_96H_X1_B38:C12,U251MG,96 h,ctl_vector,BRDN0001146004,
XPR032_U251MG.311_96H_X1_B38:D10,U251MG,96 h,ctl_untrt,UnTrt,
XPR032_U251MG.311_96H_X1_B38:D11,U251MG,96 h,ctl_vector,BRDN0001146753,
XPR032_U251MG.311_96H_X1_B38:D12,U251MG,96 h,ctl_vector,BRDN0001477669,
XPR032_U251MG.311_96H_X1_B38:E14,U251MG,96 h,ctl_untrt,UnTrt,
XPR032_U251MG.311_96H_X1_B38:F21,U251MG,96 h,ctl_untrt,UnTrt,
XPR032_U251MG.311_96H_X1_B38:G09,U251MG,96 h,ctl_untrt,UnTrt,
XPR032_U251MG.311_96H_X1_B38:G19,U251MG,96 h,ctl_vector,BRDN0001148519,
XPR032_U251MG.311_96H_X1_B38:G20,U251MG,96 h,ctl_vector,BRDN0001147223,
XPR032_U251MG.311_96H_X1_B38:H16,U251MG,96 h,ctl_untrt,UnTrt,
XPR032_U251MG.311_96H_X1_B38:H19,U251MG,96 h,ctl_vector,BRDN0001487138,
XPR032_U251MG.311_96H_X1_B38:H20,U251MG,96 h,ctl_vector,BRDN0001149216,
XPR032_U251MG.311_96H_X1_B38:I09,U251MG,96 h,ctl_untrt,UnTrt,
XPR032_U251MG.311_96H_X1_B38:I17,U251MG,96 h,ctl_vector,BRDN0001148145,
XPR032_U251MG.311_96H_X1_B38:I18,U251MG,96 h,ctl_vector,BRDN0001147812,
XPR032_U251MG.311_96H_X1_B38:J17,U251MG,96 h,ctl_vector,BRDN0001146109,
XPR032_U251MG.311_96H_X1_B38:J18,U251MG,96 h,ctl_vector,BRDN0001146085,
XPR032_U251MG.311_96H_X1_B38:K03,U251MG,96 h,ctl_vector,BRDN0001477804,
XPR032_U251MG.311_96H_X1_B38:K04,U251MG,96 h,ctl_vector,BRDN0001146317,
XPR032_U251MG.311_96H_X1_B38:K10,U251MG,96 h,ctl_untrt,UnTrt,
XPR032_U251MG.311_96H_X1_B38:K20,U251MG,96 h,ctl_untrt,UnTrt,
XPR032_U251MG.311_96H_X1_B38:L03,U251MG,96 h,ctl_vector,BRDN0001148995,
XPR032_U251MG.311_96H_X1_B38:L04,U251MG,96 h,ctl_vector,BRDN0001477792,
XPR032_U251MG.311_96H_X2_B38:C11,U251MG,96 h,ctl_vector,BRDN0001148129,
XPR032_U251MG.311_96H_X2_B38:C12,U251MG,96 h,ctl_vector,BRDN0001146004,
XPR032_U251MG.311_96H_X2_B38:D10,U251MG,96 h,ctl_untrt,UnTrt,
XPR032_U251MG.311_96H_X2_B38:D11,U251MG,96 h,ctl_vector,BRDN0001146753,
