,NEU_prg,pert_drug,targets,dose
DOSBIO001_NEU_24H:BRD-K70900504:10.0464,0.44206218353696064,BRD-K70900504,,10 uM
DOSBIO001_NEU_24H:BRD-K70918484:10.0293,-0.1373508420616216,BRD-K70918484,,10 uM
DOSBIO001_NEU_24H:BRD-K71151012:10.0208,0.2835583003281787,BRD-K71151012,,10 uM
DOSBIO001_NEU_24H:BRD-K71195237:10.1383,-0.47906888491056043,BRD-K71195237,,10 uM
DOSBIO001_NEU_24H:BRD-K71387353:10.0773,0.20727517303891274,BRD-K71387353,,10 uM
DOSBIO001_NEU_24H:BRD-K71742078:10.2688,0.1864946622733434,BRD-K71742078,,10 uM
DOSBIO001_NEU_24H:BRD-K72343629:10.1316,1.3087075235728007,BRD-K72343629,,10 uM
DOSBIO001_NEU_24H:BRD-K72620090:10.1179,-0.18755050970138468,BRD-K72620090,,10 uM
DOSBIO001_NEU_24H:BRD-K73008154:9.91582,0.4174976790082412,BRD-K73008154,,10 uM
DOSBIO001_NEU_24H:BRD-K73118655:10.0318,0.5470063550124233,BRD-K73118655,,10 uM
DOSBIO001_NEU_24H:BRD-K73427206:9.98287,0.03947996070261607,BRD-K73427206,,10 uM
DOSBIO001_NEU_24H:BRD-K73517272:9.84119,0.2655206900812276,BRD-K73517272,,10 uM
DOSBIO001_NEU_24H:BRD-K74043769:10.0677,0.438794333638653,BRD-K74043769,,10 uM
DOSBIO001_NEU_24H:BRD-K74046820:10.4904,0.5379624231914347,BRD-K74046820,,10 uM
DOSBIO001_NEU_24H:BRD-K74085580:10.0105,0.060616702529673154,BRD-K74085580,,10 uM
DOSBIO001_NEU_24H:BRD-K74318028:10.53,-0.48776034464206486,BRD-K74318028,,10 uM
DOSBIO001_NEU_24H:BRD-K74381836:10.0448,0.4217691816825377,SA-1921456,,10 uM
DOSBIO001_NEU_24H:BRD-K74446951:9.80202,-0.13982234983475786,BRD-K74446951,,10 uM
DOSBIO001_NEU_24H:BRD-K74671783:9.86908,0.5473424774001497,SA-1459008,,10 uM
DOSBIO001_NEU_24H:BRD-K75035820:9.90952,0.33860123104616285,BRD-K75035820,,10 uM
DOSBIO001_NEU_24H:BRD-K75514176:10.0476,-0.14596622432127954,BRD-K75514176,,10 uM
DOSBIO001_NEU_24H:BRD-K75813018:9.98964,0.3664666494574995,BRD-K75813018,,10 uM
DOSBIO001_NEU_24H:BRD-K75843415:10.0434,-0.3647326816586154,BRD-K75843415,,10 uM
DOSBIO001_NEU_24H:BRD-K75845944:10.0028,0.1875011490005057,BRD-K75845944,,10 uM
DOSBIO001_NEU_24H:BRD-K76264608:10.0326,0.22227331530417194,BRD-K76264608,,10 uM
DOSBIO001_NEU_24H:BRD-K76418961:9.87424,-0.014295423713966138,BRD-K76418961,,10 uM
DOSBIO001_NEU_24H:BRD-K76876037:10.0873,0.11694594044195833,BRD-K76876037,,10 uM
DOSBIO001_NEU_24H:BRD-K77831863:9.95662,0.7289237051629145,BRD-K77831863,,10 uM
DOSBIO001_NEU_24H:BRD-K77888550:9.5278,1.3925375674466633,BRD-K77888550,,10 uM
DOSBIO001_NEU_24H:BRD-K78133682:10.2009,0.3266288738650597,BRD-K78133682,,10 uM
DOSBIO001_NEU_24H:BRD-K78687850:10.0151,0.4633895155236827,BRD-K78687850,,10 uM
DOSBIO001_NEU_24H:BRD-K79102010:9.95382,0.6414487580431472,BRD-K79102010,,10 uM
DOSBIO001_NEU_24H:BRD-K79112806:10.0318,-0.029657956983169018,BRD-K79112806,,10 uM
DOSBIO001_NEU_24H:BRD-K79657514:10.2249,0.5688729798276232,BRD-K79657514,,10 uM
DOSBIO001_NEU_24H:BRD-K79734497:10.0021,0.10146482694242506,SA-1939936,,10 uM
DOSBIO001_NEU_24H:BRD-K79758054:9.94011,0.3986000320576938,BRD-K79758054,,10 uM
DOSBIO001_NEU_24H:BRD-K79793338:9.98956,0.6388165948327464,BRD-K79793338,,10 uM
DOSBIO001_NEU_24H:BRD-K79947405:10.0148,-0.2876315098679676,BRD-K79947405,,10 uM
DOSBIO001_NEU_24H:BRD-K80058284:10.0734,0.3282122021160257,BRD-K80058284,,10 uM
DOSBIO001_NEU_24H:BRD-K80138901:9.61208,1.1511530719621603,BRD-K80138901,,10 uM
DOSBIO001_NEU_24H:BRD-K80439608:9.89586,0.5664880010334142,BRD-K80439608,,10 uM
DOSBIO001_NEU_24H:BRD-K80666761:10.0934,1.0014772483111918,BRD-K80666761,,10 uM
DOSBIO001_NEU_24H:BRD-K81418486:0.37037,0.18775749540760725,vorinostat,"HDAC1, HDAC2, HDAC3, HDAC6, HDAC8",0.37 uM
DOSBIO001_NEU_24H:BRD-K81418486:1.11111,0.6054690209434548,vorinostat,"HDAC1, HDAC2, HDAC3, HDAC6, HDAC8",1.11 uM
DOSBIO001_NEU_24H:BRD-K81418486:10,-1.0831178375911912,vorinostat,"HDAC1, HDAC2, HDAC3, HDAC6, HDAC8",10 uM
DOSBIO001_NEU_24H:BRD-K81418486:3.33333,-1.045440368762954,vorinostat,"HDAC1, HDAC2, HDAC3, HDAC6, HDAC8",3.33 uM
DOSBIO001_NEU_24H:BRD-K81527737:10.0111,1.3561888433603289,BRD-K81527737,,10 uM
DOSBIO001_NEU_24H:BRD-K81658952:10.0472,0.564098163978004,BRD-K81658952,,10 uM
DOSBIO001_NEU_24H:BRD-K82096551:10.0419,0.36453495577359113,BRD-K82096551,,10 uM
DOSBIO001_NEU_24H:BRD-K82469533:9.99214,0.12142658962946928,BRD-K82469533,,10 uM
DOSBIO001_NEU_24H:BRD-K83072410:10.1657,0.27776269071897663,BRD-K83072410,,10 uM
DOSBIO001_NEU_24H:BRD-K83548510:9.98664,0.6620553877118206,BRD-K83548510,,10 uM
DOSBIO001_NEU_24H:BRD-K84528570:10.0272,-0.117575378550032,BRD-K84528570,,10 uM
DOSBIO001_NEU_24H:BRD-K84651951:9.95147,0.7104669771686148,BRD-K84651951,,10 uM
DOSBIO001_NEU_24H:BRD-K85174275:10.076,1.0940466366815893,BRD-K85174275,,10 uM
DOSBIO001_NEU_24H:BRD-K85194284:10.0453,0.8884810822106988,BRD-K85194284,,10 uM
DOSBIO001_NEU_24H:BRD-K85197047:9.90054,0.6563744179902494,BRD-K85197047,,10 uM
DOSBIO001_NEU_24H:BRD-K85549762:9.97144,0.1932231302823354,BRD-K85549762,,10 uM
DOSBIO001_NEU_24H:BRD-K86048057:9.96184,-0.20614042543116984,BRD-K86048057,,10 uM
DOSBIO001_NEU_24H:BRD-K86522396:9.6567,0.4303040417292678,BRD-K86522396,,10 uM
DOSBIO001_NEU_24H:BRD-K86671899:10.0019,-0.002452820404399342,BRD-K86671899,,10 uM
DOSBIO001_NEU_24H:BRD-K86786416:10.0451,0.6217741791809817,BRD-K86786416,,10 uM
DOSBIO001_NEU_24H:BRD-K87252271:10.2985,-0.056036734608876315,BRD-K87252271,,10 uM
DOSBIO001_NEU_24H:BRD-K87340398:9.64166,0.358064879221352,BRD-K87340398,,10 uM
DOSBIO001_NEU_24H:BRD-K87790979:10.0095,0.43167744754738885,BRD-K87790979,,10 uM
DOSBIO001_NEU_24H:BRD-K87920375:10.0902,-0.08730193077844356,BRD-K87920375,,10 uM
DOSBIO001_NEU_24H:BRD-K88279116:9.87832,0.26348297120675734,BRD-K88279116,,10 uM
DOSBIO001_NEU_24H:BRD-K88822846:10.1074,-0.05893349562074296,BRD-K88822846,,10 uM
DOSBIO001_NEU_24H:BRD-K89961851:10.2368,-0.8843820460279916,BRD-K89961851,,10 uM
DOSBIO001_NEU_24H:BRD-K90143908:10.1374,0.17697465217505942,BRD-K90143908,,10 uM
DOSBIO001_NEU_24H:BRD-K90281509:10.4396,0.45534137123682294,BRD-K90281509,,10 uM
DOSBIO001_NEU_24H:BRD-K90734091:10.2635,0.36151414984658686,BRD-K90734091,,10 uM
DOSBIO001_NEU_24H:BRD-K91701366:9.98436,0.21841622462991003,BRD-K91701366,,10 uM
DOSBIO001_NEU_24H:BRD-K91755384:9.98439,-0.29375803261818834,BRD-K91755384,,10 uM
DOSBIO001_NEU_24H:BRD-K92232855:10.1419,0.49304728319239877,BRD-K92232855,,10 uM
DOSBIO001_NEU_24H:BRD-K92543914:10.1247,0.683709086938935,BRD-K92543914,,10 uM
DOSBIO001_NEU_24H:BRD-K92953840:10.0389,0.07327682445917877,BRD-K92953840,,10 uM
DOSBIO001_NEU_24H:BRD-K93116089:9.91635,0.42398756190696446,BRD-K93116089,,10 uM
DOSBIO001_NEU_24H:BRD-K93158953:10.049,0.63079354653926,BRD-K93158953,,10 uM
DOSBIO001_NEU_24H:BRD-K93610587:9.68556,1.0375231995706675,BRD-K93610587,,10 uM
DOSBIO001_NEU_24H:BRD-K93763482:10.3152,0.45618053071256837,BRD-K93763482,,10 uM
DOSBIO001_NEU_24H:BRD-K93971872:10.0044,0.07762174565620482,SA-84902,,10 uM
DOSBIO001_NEU_24H:BRD-K94616516:9.8013,0.9638237641376914,BRD-K94616516,,10 uM
DOSBIO001_NEU_24H:BRD-K95033227:9.95469,-0.5918718960911878,BRD-K95033227,,10 uM
DOSBIO001_NEU_24H:BRD-K95041551:10.0712,0.4110377393667792,BRD-K95041551,,10 uM
DOSBIO001_NEU_24H:BRD-K95047050:10.016,0.004839418678515277,BRD-K95047050,,10 uM
DOSBIO001_NEU_24H:BRD-K95208083:10.0207,-0.901094469203084,SA-1457472,,10 uM
DOSBIO001_NEU_24H:BRD-K95367721:10.0666,0.8362433020345288,BRD-K95367721,,10 uM
DOSBIO001_NEU_24H:BRD-K95487462:10.0657,-0.47732446190943195,BRD-K95487462,,10 uM
DOSBIO001_NEU_24H:BRD-K96041907:10.2154,0.45992660673971586,BRD-K96041907,,10 uM
DOSBIO001_NEU_24H:BRD-K96157570:10.0829,-0.17488875268080972,BRD-K96157570,,10 uM
DOSBIO001_NEU_24H:BRD-K96396151:10.0106,-0.4042188102542709,BRD-K96396151,,10 uM
DOSBIO001_NEU_24H:BRD-K96477379:10,0.46548684486813235,BRD-K96477379,,10 uM
DOSBIO001_NEU_24H:BRD-K96539190:9.93357,0.6596291617149725,BRD-K96539190,,10 uM
DOSBIO001_NEU_24H:BRD-K96551169:10.0074,0.4186324376657963,BRD-K96551169,,10 uM
DOSBIO001_NEU_24H:BRD-K96552587:10.0058,-0.1894486791359379,BRD-K96552587,,10 uM
DOSBIO001_NEU_24H:BRD-K96697180:9.36695,0.03408637081182253,BRD-K96697180,,10 uM
DOSBIO001_NEU_24H:BRD-K96703623:10.5091,0.5254440404644167,BRD-K96703623,,10 uM
DOSBIO001_NEU_24H:BRD-K96922741:10.31,-0.3773364854231541,BRD-K96922741,,10 uM
DOSBIO001_NEU_24H:BRD-K97633445:10.166,0.30450999063270384,BRD-K97633445,,10 uM
DOSBIO001_NEU_24H:BRD-K98062050:9.39247,0.40098050513315586,BRD-K98062050,,10 uM
DOSBIO001_NEU_24H:BRD-K98626176:9.95305,0.5460338641325649,BRD-K98626176,,10 uM
DOSBIO001_NEU_24H:BRD-K99638701:10.0481,0.5775532051879396,BRD-K99638701,,10 uM
DOSBIO001_NEU_24H:BRD-K99718824:10.0261,0.881680307831669,BRD-K99718824,,10 uM
DOSBIO001_NEU_24H:BRD-K99874282:10.0467,0.16348334727437752,BRD-K99874282,,10 uM
DOSBIO001_NEU_24H:BRD-M32778103:9.97963,0.42365438198118,BRD-M32778103,,10 uM
DOSBIO002_NEU_24H:BRD-A13084692:1.11111,0.9421923223732581,troglitazone,PPARG,1.11 uM
DOSBIO002_NEU_24H:BRD-A13084692:10,0.35191424106621033,troglitazone,PPARG,10 uM
DOSBIO002_NEU_24H:BRD-A13084692:3.33333,-0.5105636947089485,troglitazone,PPARG,3.33 uM
DOSBIO002_NEU_24H:BRD-A19037878:0.37037,-0.846941468595422,BRD-A19037878,,0.37 uM
DOSBIO002_NEU_24H:BRD-A19037878:1.11111,-0.7529603770064923,BRD-A19037878,,1.11 uM
DOSBIO002_NEU_24H:BRD-A19037878:10,-1.9989785705310945,BRD-A19037878,,10 uM
DOSBIO002_NEU_24H:BRD-A19037878:3.33333,-0.4869894768313535,BRD-A19037878,,3.33 uM
DOSBIO002_NEU_24H:BRD-A19500257:0.37037,-0.35307865900952207,geldanamycin,HSP90AA1,0.37 uM
DOSBIO002_NEU_24H:BRD-A19500257:1.11111,-0.2258816717030212,geldanamycin,HSP90AA1,1.11 uM
DOSBIO002_NEU_24H:BRD-A19500257:10,0.5331129015116508,geldanamycin,HSP90AA1,10 uM
DOSBIO002_NEU_24H:BRD-A19500257:3.33333,-0.11884205467163464,geldanamycin,HSP90AA1,3.33 uM
DOSBIO002_NEU_24H:BRD-A75409952:0.37037,0.29942132830468565,wortmannin,"PIK3CA, PIK3CG, PLK1",0.37 uM
DOSBIO002_NEU_24H:BRD-A75409952:1.11111,-0.9319292716437517,wortmannin,"PIK3CA, PIK3CG, PLK1",1.11 uM
DOSBIO002_NEU_24H:BRD-A75409952:10,-0.11217993820953398,wortmannin,"PIK3CA, PIK3CG, PLK1",10 uM
DOSBIO002_NEU_24H:BRD-A75409952:3.33333,0.43563290962460194,wortmannin,"PIK3CA, PIK3CG, PLK1",3.33 uM
DOSBIO002_NEU_24H:BRD-A90490067:0.37037,0.7583035897760273,fulvestrant,ESR1,0.37 uM
DOSBIO002_NEU_24H:BRD-A90490067:1.11111,0.9368873671560625,fulvestrant,ESR1,1.11 uM
DOSBIO002_NEU_24H:BRD-A90490067:10,-0.027707658019808817,fulvestrant,ESR1,10 uM
DOSBIO002_NEU_24H:BRD-A90490067:3.33333,0.23825145297863057,fulvestrant,ESR1,3.33 uM
DOSBIO002_NEU_24H:BRD-K00256608:10.1027,0.7327506940905151,BRD-K00256608,,10 uM
DOSBIO002_NEU_24H:BRD-K00409771:9.75174,0.021949541282884497,BRD-K00409771,,10 uM
DOSBIO002_NEU_24H:BRD-K00835201:10.2116,0.5556965520499523,BRD-K00835201,,10 uM
DOSBIO002_NEU_24H:BRD-K00859238:10.0066,-0.23974761491954494,BRD-K00859238,,10 uM
DOSBIO002_NEU_24H:BRD-K01006500:10.0246,0.4492635828667476,BRD-K01006500,,10 uM
DOSBIO002_NEU_24H:BRD-K01048110:10.001,-0.617947234204562,BRD-K01048110,,10 uM
DOSBIO002_NEU_24H:BRD-K01477275:9.95417,0.22134500976345356,BRD-K01477275,,10 uM
DOSBIO002_NEU_24H:BRD-K01497355:10.0526,0.49166070588024247,BRD-K01497355,,10 uM
DOSBIO002_NEU_24H:BRD-K01877724:10.2487,0.5596394045144957,BRD-K01877724,,10 uM
DOSBIO002_NEU_24H:BRD-K01981286:10.0287,0.8502372323145964,BRD-K01981286,,10 uM
DOSBIO002_NEU_24H:BRD-K02117849:9.86744,0.7298537989374526,BRD-K02117849,,10 uM
DOSBIO002_NEU_24H:BRD-K02409808:10.0218,0.7847258674109405,BRD-K02409808,,10 uM
DOSBIO002_NEU_24H:BRD-K02665621:10.0427,0.1163711237516933,BRD-K02665621,,10 uM
DOSBIO002_NEU_24H:BRD-K02882069:10.0786,1.3467507874286975,BRD-K02882069,,10 uM
DOSBIO002_NEU_24H:BRD-K02952507:10.0324,0.3859376447917157,BRD-K02952507,,10 uM
DOSBIO002_NEU_24H:BRD-K03013810:10.0295,0.1825670874200338,BRD-K03013810,,10 uM
DOSBIO002_NEU_24H:BRD-K03354784:10.0629,0.41895114912583803,BRD-K03354784,,10 uM
DOSBIO002_NEU_24H:BRD-K03957451:9.94806,0.5270246847256449,BRD-K03957451,,10 uM
DOSBIO002_NEU_24H:BRD-K04025047:10.0099,0.5430073104700863,BRD-K04025047,,10 uM
DOSBIO002_NEU_24H:BRD-K05353139:10.0061,0.1737401152765236,BRD-K05353139,,10 uM
DOSBIO002_NEU_24H:BRD-K05778745:10.0323,0.7700943227642325,BRD-K05778745,,10 uM
DOSBIO002_NEU_24H:BRD-K06718821:10.3101,0.2054793938384807,BRD-K06718821,,10 uM
DOSBIO002_NEU_24H:BRD-K06816133:10.0289,0.3867596145336331,BRD-K06816133,,10 uM
DOSBIO002_NEU_24H:BRD-K06898795:10.0721,0.8060008933356955,BRD-K06898795,,10 uM
DOSBIO002_NEU_24H:BRD-K07666543:10.1683,0.4530763606098386,BRD-K07666543,,10 uM
DOSBIO002_NEU_24H:BRD-K08251038:10.1126,0.026553062163208054,BRD-K08251038,,10 uM
DOSBIO002_NEU_24H:BRD-K08443710:10.1646,0.12762976706513546,BRD-K08443710,,10 uM
DOSBIO002_NEU_24H:BRD-K08982647:10.0254,0.5943180626362752,BRD-K08982647,,10 uM
DOSBIO002_NEU_24H:BRD-K09459434:9.91289,0.5918968476247858,BRD-K09459434,,10 uM
DOSBIO002_NEU_24H:BRD-K09640010:10.1032,0.4488271795987574,BRD-K09640010,,10 uM
DOSBIO002_NEU_24H:BRD-K09824708:9.96644,0.6568377386207565,BRD-K09824708,,10 uM
DOSBIO002_NEU_24H:BRD-K10211010:10.0569,0.9518705036742503,BRD-K10211010,,10 uM
DOSBIO002_NEU_24H:BRD-K11088254:10.2478,0.16683650431940336,BRD-K11088254,,10 uM
DOSBIO002_NEU_24H:BRD-K11359987:10.1336,0.43467708247291964,BRD-K11359987,,10 uM
DOSBIO002_NEU_24H:BRD-K11977286:10.0269,0.9849865110910565,BRD-K11977286,,10 uM
DOSBIO002_NEU_24H:BRD-K12124649:10.0725,0.12083424019477042,BRD-K12124649,,10 uM
DOSBIO002_NEU_24H:BRD-K12411950:10.1375,0.34624348777732633,BRD-K12411950,,10 uM
DOSBIO002_NEU_24H:BRD-K12916986:10.0279,0.6028099303148817,BRD-K12916986,,10 uM
DOSBIO002_NEU_24H:BRD-K13559922:10.0387,-0.3113375158217062,BRD-K13559922,,10 uM
DOSBIO002_NEU_24H:BRD-K14352739:10.1001,0.19180124511691535,BRD-K14352739,,10 uM
DOSBIO002_NEU_24H:BRD-K14415573:9.85927,0.4478695650694463,BRD-K14415573,,10 uM
DOSBIO002_NEU_24H:BRD-K15277331:10.1164,-0.558415731243384,BRD-K15277331,,10 uM
DOSBIO002_NEU_24H:BRD-K15524596:10.0448,-0.3307220612389371,BRD-K15524596,,10 uM
DOSBIO002_NEU_24H:BRD-K15918270:9.73936,0.8700111991231647,BRD-K15918270,,10 uM
DOSBIO002_NEU_24H:BRD-K15973523:10.3583,-0.020191417560443754,BRD-K15973523,,10 uM
DOSBIO002_NEU_24H:BRD-K16714380:10.0318,0.35508294972887133,BRD-K16714380,,10 uM
DOSBIO002_NEU_24H:BRD-K16782389:9.90706,1.199788362885494,BRD-K16782389,,10 uM
DOSBIO002_NEU_24H:BRD-K16934333:9.97117,0.09902504100989515,BRD-K16934333,,10 uM
DOSBIO002_NEU_24H:BRD-K17554130:10.0583,0.8506903923173533,BRD-K17554130,,10 uM
DOSBIO002_NEU_24H:BRD-K18396390:9.77211,-0.21998836823252008,BRD-K18396390,,10 uM
DOSBIO002_NEU_24H:BRD-K18641148:9.85834,0.5736309048150304,BRD-K18641148,,10 uM
DOSBIO002_NEU_24H:BRD-K18747403:10.0751,-0.4792043525150299,BRD-K18747403,,10 uM
DOSBIO002_NEU_24H:BRD-K18814836:10.019,0.34136601707041725,BRD-K18814836,,10 uM
DOSBIO002_NEU_24H:BRD-K19198293:9.79693,0.13254532615429804,BRD-K19198293,,10 uM
DOSBIO002_NEU_24H:BRD-K19390271:9.81225,0.7741678944008332,BRD-K19390271,,10 uM
DOSBIO002_NEU_24H:BRD-K19436903:9.79822,0.198898187377898,BRD-K19436903,,10 uM
DOSBIO002_NEU_24H:BRD-K20099363:10.9328,0.03220771689216079,BRD-K20099363,,10 uM
DOSBIO002_NEU_24H:BRD-K20109053:10.0611,0.7623060141279124,BRD-K20109053,,10 uM
DOSBIO002_NEU_24H:BRD-K20126873:10.2964,0.5840143578652481,BRD-K20126873,,10 uM
DOSBIO002_NEU_24H:BRD-K20197338:10.0245,-0.32107240233291146,BRD-K20197338,,10 uM
DOSBIO002_NEU_24H:BRD-K20310932:9.97922,0.08008641489836502,BRD-K20310932,,10 uM
DOSBIO002_NEU_24H:BRD-K20332840:9.94705,-0.1067685076369117,BRD-K20332840,,10 uM
DOSBIO002_NEU_24H:BRD-K21374126:10.4185,0.6983248494678511,BRD-K21374126,,10 uM
DOSBIO002_NEU_24H:BRD-K21498052:10.0597,0.02459900680317463,BRD-K21498052,,10 uM
DOSBIO002_NEU_24H:BRD-K22052171:9.97874,-0.08174192117560353,BRD-K22052171,,10 uM
DOSBIO002_NEU_24H:BRD-K22261046:10.4619,0.2909173294474733,BRD-K22261046,,10 uM
DOSBIO002_NEU_24H:BRD-K22563530:10.0026,1.1896847287795815,SA-1456751,,10 uM
DOSBIO002_NEU_24H:BRD-K22912836:10.0162,-0.044016782201673155,BRD-K22912836,,10 uM
DOSBIO002_NEU_24H:BRD-K23050218:10.1328,-0.01249519510586597,BRD-K23050218,,10 uM
DOSBIO002_NEU_24H:BRD-K23564937:10.1488,0.45491150913444034,BRD-K23564937,,10 uM
DOSBIO002_NEU_24H:BRD-K23794511:10.0735,0.10160645504105131,BRD-K23794511,,10 uM
DOSBIO002_NEU_24H:BRD-K23872111:10.1133,0.5312420453577031,BRD-K23872111,,10 uM
DOSBIO002_NEU_24H:BRD-K23958338:10.1456,0.2680055424262597,BRD-K23958338,,10 uM
DOSBIO002_NEU_24H:BRD-K25050358:9.9934,-0.0721469076337288,BRD-K25050358,,10 uM
DOSBIO002_NEU_24H:BRD-K25379780:10.5212,1.0224881513705286,BRD-K25379780,,10 uM
DOSBIO002_NEU_24H:BRD-K25427024:10.0687,0.6228820995684017,BRD-K25427024,,10 uM
DOSBIO002_NEU_24H:BRD-K25828886:9.88105,0.4714130748785841,BRD-K25828886,,10 uM
DOSBIO002_NEU_24H:BRD-K25990552:10.234,0.1439755684192991,BRD-K25990552,,10 uM
DOSBIO002_NEU_24H:BRD-K26626929:9.94142,0.464678000799663,BRD-K26626929,,10 uM
DOSBIO002_NEU_24H:BRD-K27305650:0.37037,0.26300231842470806,LY-294002,"MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PLK1, PRKDC",0.37 uM
DOSBIO002_NEU_24H:BRD-K27305650:1.11111,1.6144650110842491,LY-294002,"MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PLK1, PRKDC",1.11 uM
DOSBIO002_NEU_24H:BRD-K27305650:10,0.039143243702773306,LY-294002,"MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PLK1, PRKDC",10 uM
DOSBIO002_NEU_24H:BRD-K27305650:3.33333,-0.9869964835800102,LY-294002,"MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PLK1, PRKDC",3.33 uM
DOSBIO002_NEU_24H:BRD-K27411973:10.0723,0.7006763578808735,BRD-K27411973,,10 uM
DOSBIO002_NEU_24H:BRD-K27452198:9.86838,-0.04459779163272287,BRD-K27452198,,10 uM
DOSBIO002_NEU_24H:BRD-K27597389:10.129,0.48995086086179696,BRD-K27597389,,10 uM
DOSBIO002_NEU_24H:BRD-K27865298:10.0276,-0.24469400948561384,BRD-K27865298,,10 uM
DOSBIO002_NEU_24H:BRD-K28138218:9.99031,-0.4276108192246502,BRD-K28138218,,10 uM
DOSBIO002_NEU_24H:BRD-K28649955:10.2581,1.04670379476912,BRD-K28649955,,10 uM
DOSBIO002_NEU_24H:BRD-K28841686:9.99078,0.40001853004205856,BRD-K28841686,,10 uM
DOSBIO002_NEU_24H:BRD-K29423519:9.37945,0.43630172598808037,BRD-K29423519,,10 uM
DOSBIO002_NEU_24H:BRD-K30563708:9.63964,0.19060985972020358,BRD-K30563708,,10 uM
DOSBIO002_NEU_24H:BRD-K30633722:10.0927,0.6393204420592649,BRD-K30633722,,10 uM
DOSBIO002_NEU_24H:BRD-K30934336:10.7229,0.33134315941521997,BRD-K30934336,,10 uM
DOSBIO002_NEU_24H:BRD-K31112909:10.1401,0.23394770511010837,BRD-K31112909,,10 uM
DOSBIO002_NEU_24H:BRD-K31175437:9.99098,0.620504575659334,BRD-K31175437,,10 uM
DOSBIO002_NEU_24H:BRD-K31295191:9.96294,0.6302696766091735,BRD-K31295191,,10 uM
DOSBIO002_NEU_24H:BRD-K31302860:9.97408,0.41352801013594453,BRD-K31302860,,10 uM
DOSBIO002_NEU_24H:BRD-K31380618:10.0743,0.4803078642385346,BRD-K31380618,,10 uM
DOSBIO002_NEU_24H:BRD-K31444894:10.0359,-0.014589525020041294,SA-1921867,,10 uM
DOSBIO002_NEU_24H:BRD-K31830150:10.0084,0.22540326349513354,SA-1460224,,10 uM
DOSBIO002_NEU_24H:BRD-K32301393:10.2919,-0.10405979335447033,BRD-K32301393,,10 uM
DOSBIO002_NEU_24H:BRD-K33318635:10.1595,-0.10005279771276257,BRD-K33318635,,10 uM
DOSBIO002_NEU_24H:BRD-K33591392:10.0221,0.12334253503840473,BRD-K33591392,,10 uM
DOSBIO002_NEU_24H:BRD-K34160774:10.0911,-0.2308770996073995,BRD-K34160774,,10 uM
DOSBIO002_NEU_24H:BRD-K34230554:9.87585,0.2812637758174916,BRD-K34230554,,10 uM
DOSBIO002_NEU_24H:BRD-K34404012:10.1029,-0.009106873054776449,BRD-K34404012,,10 uM
DOSBIO002_NEU_24H:BRD-K36333904:10.0219,-0.09065250060123906,BRD-K36333904,,10 uM
DOSBIO002_NEU_24H:BRD-K36462169:10.0595,0.5228995401181911,BRD-K36462169,,10 uM
DOSBIO002_NEU_24H:BRD-K36984542:10.032,0.6756788322289258,BRD-K36984542,,10 uM
DOSBIO002_NEU_24H:BRD-K37184875:10.0483,0.8586559686938968,BRD-K37184875,,10 uM
DOSBIO002_NEU_24H:BRD-K37879871:10.584,0.09158491642202797,BRD-K37879871,,10 uM
DOSBIO002_NEU_24H:BRD-K38024133:9.81232,-0.13124441003293508,BRD-K38024133,,10 uM
DOSBIO002_NEU_24H:BRD-K38622866:10.0316,-0.8444558091859475,BRD-K38622866,,10 uM
DOSBIO002_NEU_24H:BRD-K39151515:10.0166,0.022539142497679365,BRD-K39151515,,10 uM
DOSBIO002_NEU_24H:BRD-K39647256:10,-0.3217407434007749,BRD-K39647256,,10 uM
DOSBIO002_NEU_24H:BRD-K39799535:10.0891,0.7722222801742461,BRD-K39799535,,10 uM
DOSBIO002_NEU_24H:BRD-K40064462:10.0259,0.21152803349426805,BRD-K40064462,,10 uM
DOSBIO002_NEU_24H:BRD-K40185230:9.66806,0.17988590022828835,BRD-K40185230,,10 uM
DOSBIO002_NEU_24H:BRD-K40225343:10.1153,1.3121215192858515,BRD-K40225343,,10 uM
DOSBIO002_NEU_24H:BRD-K40274786:9.99309,0.46844400639655254,BRD-K40274786,,10 uM
DOSBIO002_NEU_24H:BRD-K40506152:10.0791,0.5361147403952629,BRD-K40506152,,10 uM
DOSBIO002_NEU_24H:BRD-K41115759:9.62396,0.24263725971301187,BRD-K41115759,,10 uM
DOSBIO002_NEU_24H:BRD-K41129365:10.2598,1.2180884611157399,BRD-K41129365,,10 uM
DOSBIO002_NEU_24H:BRD-K41335306:9.98187,0.3844384468085558,BRD-K41335306,,10 uM
DOSBIO002_NEU_24H:BRD-K41571462:9.98452,0.5049269576311731,BRD-K41571462,,10 uM
DOSBIO002_NEU_24H:BRD-K41862560:10.1629,-0.4207869495507513,BRD-K41862560,,10 uM
DOSBIO002_NEU_24H:BRD-K41871066:10.0287,0.4722199467781095,BRD-K41871066,,10 uM
DOSBIO002_NEU_24H:BRD-K41878610:10.0787,0.15058447175667605,BRD-K41878610,,10 uM
DOSBIO002_NEU_24H:BRD-K41889859:10.0912,0.12077423775385335,BRD-K41889859,,10 uM
DOSBIO002_NEU_24H:BRD-K42620042:9.68253,0.42431825512479204,BRD-K42620042,,10 uM
